기업 이름,복지 카테고리,복지 혜택
'(주)빗썸코리아'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '의료비 지원 (본인,가족)', '상해/실손 보험 지원', '체력단련비 지원', '심리상담', '복지포인트', '경조사 지원금', '명절 선물 및 귀향비 지원', '콘도 및 휴양시설 지원', '웰컴키트 지급', '자녀 학자금 지원', '주택 지원 대출', '직원 대출 지원', '통신비 지원', '선택적 복리후생', '임신/출산 선물', '야간 교통비 지원', '자율 및 탄력 근무 제도', '재택 근무제도', '주차장 및 주차비 지원', '주 4일 / 주 4.5일 근무', '야근 및 휴일 특근 수당', '인센티브 및 성과급', '퇴직연금 및 퇴직금', '우수사원 금전포상', '연차 수당', '장기근속자 금전포상', '생일 선물 지원', '복지포인트', '반차 및 시간제 연차 사용', '배우자 출산 휴가', '결혼/장례 등 경조사 휴가', '육아 휴직', '본인 출산 휴가', '병가 (유급/무급)', '리프레쉬/장기근속 휴가', '창립 기념일 휴무', '여름 휴가', '휴직 (유급/무급)', '임산부 단축근무', '보건 휴가', '사내 동호회 지원', '무료 간식 및 음료 제공', '아침/점심/저녁식사 지원 제공', '최고 성능 PC/노트북 지원', '수면실 및 휴게실 운영', '구내 식당 및 카페테리아 운영', '업무용 소프트 웨어 제공', '안마실 및 안마 의자 운영', '도서구입비 지원', '자격증 취득 지원', '어학 교육비 지원', '컨퍼런스 개최 및 지원', '기타 자기계발비 지원', '멘토링 제도 운영']"
기업 추천 복지,"['(주)스푼라디오의 특별한 복지', '의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['주 4.5일제', '자율출퇴근제', '신청 도서 구매 및 사내 도서관 운영', '자기계발비 지원', '자유롭게 사용하는 휴가/반반차 제도', '리프레시 휴가 및 휴가비 지원', '생일자를 위한 반반차 휴가', '초 역세권의 깔끔하고 세련된 사무실', '아침 식사 제공 및 점심 식사비 지원', '스푼 구매 할인 지원', '건강검진 지원 (본인/배우자)', '명절 선물 및 귀향비 지원', '웰컴키트 지급', '자율 및 탄력 근무 제도', '재택 근무제도', '주 4일 / 주 4.5일 근무', '야간 교통비 지원', '인센티브 및 성과급', '우수사원 금전포상', '장기근속자 금전포상', '우리 사주 및 스톡옵션', '반차 및 시간제 연차 사용', '병가 (유급/무급)', '무료 간식 및 음료 제공', '아침/점심/저녁식사 지원 제공', '안마실 및 안마 의자 운영', '수면실 및 휴게실 운영', '구내 식당 및 카페테리아 운영', '최고 성능 PC/노트북 지원', '업무용 소프트 웨어 제공', '도서구입비 지원', '기타 자기계발비 지원']"
'(주)알티캐스트'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '상해/실손 보험 지원', '명절 선물 및 귀향비 지원', '경조사 지원금', '콘도 및 휴양시설 지원', '주택 지원 대출', '자녀 학자금 지원', '선택적 복리후생', '야간 교통비 지원', '자율 및 탄력 근무 제도', '재택 근무제도', '생일 선물 지원', '퇴직연금 및 퇴직금', '야근 및 휴일 특근 수당', '인센티브 및 성과급', '반차 및 시간제 연차 사용', '창립 기념일 휴무', '결혼/장례 등 경조사 휴가', '육아 휴직', '리프레쉬/장기근속 휴가', '여름 휴가', '보건 휴가', '무료 간식 및 음료 제공', '아침/점심/저녁식사 지원 제공', '안마실 및 안마 의자 운영', '사내 동호회 지원', '구내 식당 및 카페테리아 운영', '스탠딩 책상 지원', '도서구입비 지원', '자격증 취득 지원', '어학 교육비 지원']"
'(주)픽소니어'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경']","['건강검진 지원 (본인/배우자)', '상해/실손 보험 지원', '경조사 지원금', '직원 적금 지원', '자율 및 탄력 근무 제도', '야근 및 휴일 특근 수당', '인센티브 및 성과급', '결혼/장례 등 경조사 휴가', '배우자 출산 휴가', '반차 및 시간제 연차 사용', '최고 성능 PC/노트북 지원', '무료 간식 및 음료 제공', '업무용 소프트 웨어 제공']"
'넷츠(주)'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근']","['건강검진 지원 (본인/배우자)', '의료비 지원 (본인,가족)', '명절 선물 및 귀향비 지원', '콘도 및 휴양시설 지원', '재택 근무제도']"
'대한에프에이시스템(주)'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '명절 선물 및 귀향비 지원', '경조사 지원금', '유류비 지원', '주차장 및 주차비 지원', '자율 및 탄력 근무 제도', '퇴직연금 및 퇴직금', '우수사원 금전포상', '인센티브 및 성과급', '연차 수당', '생일 선물 지원', '여름 휴가', '반차 및 시간제 연차 사용', '졸업식 휴가', '도서구입비 지원']"
'로제타스톤코리아(유)'의 복지,"['지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['경조사 지원금', '통신비 지원', '명절 선물 및 귀향비 지원', '선택적 복리후생', '자율 및 탄력 근무 제도', '재택 근무제도', '장기근속자 금전포상', '결혼/장례 등 경조사 휴가', '본인 출산 휴가', '배우자 출산 휴가', '병가 (유급/무급)', '리프레쉬/장기근속 휴가', '육아 휴직', '반차 및 시간제 연차 사용', '무료 간식 및 음료 제공', '도서구입비 지원', '어학 교육비 지원']"
'(주)딜리셔스'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '상해/실손 보험 지원', '의료비 지원 (본인,가족)', '무료 진료 지정 병원', '웰컴키트 지급', '경조사 지원금', '명절 선물 및 귀향비 지원', '선택적 복리후생', '재택 근무제도', '야간 교통비 지원', '자율 및 탄력 근무 제도', '주차장 및 주차비 지원', '야근 및 휴일 특근 수당', '퇴직연금 및 퇴직금', '우리 사주 및 스톡옵션', '인센티브 및 성과급', '연차 수당', '청년 내일 채움 공제 지원', '복지포인트', '반차 및 시간제 연차 사용', '여름 휴가', '결혼/장례 등 경조사 휴가', '본인 출산 휴가', '배우자 출산 휴가', '병가 (유급/무급)', '육아 휴직', '무료 간식 및 음료 제공', '안마실 및 안마 의자 운영', '수면실 및 휴게실 운영', '최고 성능 PC/노트북 지원', '스탠딩 책상 지원', '도서구입비 지원', '기타 자기계발비 지원']"
'(주)락플레이스'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '통신비 지원', '경조사 지원금', '명절 선물 및 귀향비 지원', '선택적 복리후생', '콘도 및 휴양시설 지원', '야간 교통비 지원', '자율 및 탄력 근무 제도', '청년 내일 채움 공제 지원', '생일 선물 지원', '우수사원 금전포상', '장기근속자 금전포상', '퇴직연금 및 퇴직금', '인센티브 및 성과급', '반차 및 시간제 연차 사용', '아침/점심/저녁식사 지원 제공', '도서구입비 지원', '자격증 취득 지원']"
'(주)보이스루'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '경조사 지원금', '재택 근무제도', '자율 및 탄력 근무 제도', '생일 선물 지원', '퇴직연금 및 퇴직금', '반차 및 시간제 연차 사용', '무료 간식 및 음료 제공', '최고 성능 PC/노트북 지원', '업무용 소프트 웨어 제공', '멘토링 제도 운영']"
,,
'(주)에스비에스에이앤티'의 복지,"['지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경']","['명절 선물 및 귀향비 지원', '통근버스 운행', '야간 교통비 지원', '주차장 및 주차비 지원', '인센티브 및 성과급', '여름 휴가', '반차 및 시간제 연차 사용', '보건 휴가', '창립 기념일 휴무', '아침/점심/저녁식사 지원 제공', '구내 식당 및 카페테리아 운영', '무료 간식 및 음료 제공']"
'(주)코인베스트'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '무료 진료 지정 병원', '명절 선물 및 귀향비 지원', '콘도 및 휴양시설 지원', '주차장 및 주차비 지원', '자율 및 탄력 근무 제도', '통근버스 운행', '절반 근무 및 문화 데이', '장기근속자 금전포상', '퇴직연금 및 퇴직금', '우리 사주 및 스톡옵션', '청년 내일 채움 공제 지원', '생일 선물 지원', '결혼/장례 등 경조사 휴가', '배우자 출산 휴가', '여름 휴가', '무료 간식 및 음료 제공', '구내 식당 및 카페테리아 운영', '최고 성능 PC/노트북 지원', '안마실 및 안마 의자 운영', '업무용 소프트 웨어 제공', '도서구입비 지원', '기타 자기계발비 지원']"
,,
'비티비솔루션(주)'의 복지,"['의료/건강', '지원 제도', '급여/보상', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '통신비 지원', '야근 및 휴일 특근 수당', '도서구입비 지원']"
'에릭슨엘지(주)'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '의료비 지원 (본인,가족)', '체력단련비 지원', '상해/실손 보험 지원', '주택 지원 대출', '통신비 지원', '콘도 및 휴양시설 지원', '웰컴키트 지급', '직원 대출 지원', '자녀 학자금 지원', '선택적 복리후생', '자율 및 탄력 근무 제도', '재택 근무제도', '통근버스 운행', '주차장 및 주차비 지원', '야근 및 휴일 특근 수당', '인센티브 및 성과급', '우수사원 금전포상', '반차 및 시간제 연차 사용', '결혼/장례 등 경조사 휴가', '병가 (유급/무급)', '보건 휴가', '창립 기념일 휴무', '사내 동호회 지원', '구내 식당 및 카페테리아 운영', '스탠딩 책상 지원', '도서구입비 지원', '어학 교육비 지원', '대학원, 유학 지원']"
,,
,,
'(주)디에스앤텍'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '출장 건강검진', '독감 예방 접종 지원', '명절 선물 및 귀향비 지원', '복지몰', '야간 교통비 지원', '외근시 교통비 지급', '반차 및 시간제 연차 사용', '아침/점심/저녁식사 지원 제공', '무료 간식 및 음료 제공', '도서구입비 지원']"
'(주)아이액츠'의 복지,"['지원 제도', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['명절선물', '퇴직연금 및 퇴직금', '결혼/장례 등 경조사 휴가', '배우자 출산 휴가', '병가 (유급/무급)', '아침/점심/저녁식사 지원 제공', '업무용 소프트 웨어 제공', '도서구입비 지원']"
'(주)위민'의 복지,"['의료/건강', '지원 제도', '급여/보상']","['건강검진 지원 (본인/배우자)', '경조사 지원금', '명절 선물 및 귀향비 지원', '우수사원 금전포상', '인센티브 및 성과급']"
'(주)카카오엔터테인먼트'의 복지,"['의료/건강', '지원 제도', '교통/출퇴근', '급여/보상', '연차/휴가', '근무환경', '교육/자기계발']","['건강검진 지원 (본인/배우자)', '상해/실손 보험 지원', '의료비 지원 (본인,가족)', '사내 병원', '심리 상담 지원', '통신비 지원', '명절 선물 및 귀향비 지원', '웰컴키트 지급', '자사 제품 직원 할인', '경조사 지원금', '콘도 및 휴양시설 지원', '직원 대출 지원', '선택적 복리후생', '주택 지원 대출', '임신/출산 선물', '야간 교통비 지원', '자율 및 탄력 근무 제도', '통근버스 운행', '재택 근무제도', '주차장 및 주차비 지원', '주 4일 / 주 4.5일 근무', '절반 근무 및 문화 데이', '유류비 지원', '야근 및 휴일 특근 수당', '인센티브 및 성과급', '퇴직연금 및 퇴직금', '연차 수당', '장기근속자 금전포상', '우리 사주 및 스톡옵션', '생일 선물 지원', '반차 및 시간제 연차 사용', '창립 기념일 휴무', '결혼/장례 등 경조사 휴가', '리프레쉬/장기근속 휴가', '병가 (유급/무급)', '본인 출산 휴가', '배우자 출산 휴가', '육아 휴직', '임산부 단축근무', '보건 휴가', '브레이크 포 디퍼런트(BD)', '무료 간식 및 음료 제공', '안마실 및 안마 의자 운영', '최고 성능 PC/노트북 지원', '수면실 및 휴게실 운영', '구내 식당 및 카페테리아 운영', '업무용 소프트 웨어 제공', '사내 동호회 지원', '아침/점심/저녁식사 지원 제공', '어린이집 지원/운영', '스탠딩 책상 지원', '애완 동물 친화', '네일아트 지원', '기타 자기계발비 지원', '도서구입비 지원', '어학 교육비 지원']"
